isoform	gene	length
PB.808.17	novelGene_7368	474
PB.808.18	novelGene_7369	474
PB.808.20	novelGene_7371	474
PB.808.21	novelGene_7372	474
PB.808.22	novelGene_7373	327
PB.808.24	novelGene_7375	330
PB.808.25	novelGene_7376	330
PB.810.1	novelGene_7389	756
PB.810.2	novelGene_7390	756
PB.810.7	novelGene_7395	756
PB.812.7	novelGene_7436	1965
PB.812.6	novelGene_7437	1965
PB.812.5	novelGene_7438	1965
PB.812.9	novelGene_7439	1965
PB.812.11	novelGene_7441	1965
PB.813.3	novelGene_7507	1506
PB.821.2	novelGene_7577	3405
PB.854.1	novelGene_7790	549
PB.854.7	novelGene_7796	429
PB.856.5	novelGene_7922	693
PB.856.6	novelGene_7923	657
PB.856.14	novelGene_7928	543
PB.856.16	novelGene_7930	558
PB.856.11	novelGene_7933	693
PB.856.21	novelGene_7938	693
PB.856.23	novelGene_7939	486
PB.856.22	novelGene_7941	693
PB.856.25	novelGene_7942	693
PB.856.27	novelGene_7944	558
PB.856.29	novelGene_7946	489
PB.856.33	novelGene_7950	309
PB.857.3	novelGene_7969	387
PB.857.7	novelGene_7974	303
PB.857.6	novelGene_7975	342
PB.857.12	novelGene_7979	342
PB.857.11	novelGene_7982	387
PB.857.20	novelGene_7985	387
PB.863.1	novelGene_7988	3531
PB.876.19	novelGene_8077	1854
PB.876.32	novelGene_8089	1647
PB.876.68	novelGene_8128	1083
PB.876.72	novelGene_8132	1083
PB.876.79	novelGene_8139	789
PB.876.81	novelGene_8141	531
PB.876.83	novelGene_8143	531
PB.876.85	novelGene_8145	414
PB.874.3	novelGene_8199	1623
PB.878.2	novelGene_8207	3189
PB.878.15	novelGene_8220	1176
PB.877.3	novelGene_8229	435
PB.877.8	novelGene_8234	435
PB.877.14	novelGene_8240	456
PB.877.22	novelGene_8251	435
PB.877.28	novelGene_8252	339
PB.882.1	novelGene_8273	1230
PB.882.5	novelGene_8275	714
PB.882.4	novelGene_8276	903
PB.882.7	novelGene_8277	579
PB.892.5	novelGene_8378	687
PB.892.15	novelGene_8387	1626
PB.892.18	novelGene_8390	1626
PB.894.3	novelGene_8431	519
PB.894.11	novelGene_8435	441
PB.899.55	novelGene_8536	333
PB.900.3	novelGene_8574	1539
PB.900.4	novelGene_8586	1476
PB.900.22	novelGene_8600	477
PB.900.21	novelGene_8601	792
PB.900.33	novelGene_8604	402
PB.900.32	novelGene_8605	1476
PB.900.43	novelGene_8617	402
PB.900.42	novelGene_8618	477
PB.900.40	novelGene_8620	576
PB.900.39	novelGene_8621	792
PB.900.38	novelGene_8622	1272
PB.900.55	novelGene_8624	477
PB.900.54	novelGene_8625	696
PB.900.53	novelGene_8626	1476
PB.900.52	novelGene_8627	1272
PB.900.58	novelGene_8629	576
PB.900.64	novelGene_8635	474
PB.905.2	novelGene_8786	903
PB.910.2	novelGene_8789	381
PB.906.26	novelGene_8819	396
PB.921.5	novelGene_8849	2589
PB.921.6	novelGene_8850	2760
PB.917.1	novelGene_8940	2265
PB.917.9	novelGene_8942	1827
PB.917.8	novelGene_8943	2382
PB.917.7	novelGene_8944	2943
PB.917.6	novelGene_8945	2943
PB.917.4	novelGene_8947	3729
PB.917.2	novelGene_8949	5964
PB.917.22	novelGene_8952	1827
PB.917.20	novelGene_8954	2382
PB.917.19	novelGene_8955	2943
PB.917.18	novelGene_8956	3468
PB.917.17	novelGene_8957	3729
PB.917.16	novelGene_8958	3729
PB.917.14	novelGene_8960	4155
PB.917.13	novelGene_8961	4758
PB.917.25	novelGene_8963	4449
PB.943.3	novelGene_8989	1614
PB.943.8	novelGene_8994	717
PB.943.111	novelGene_9099	372
PB.943.128	novelGene_9116	507
PB.944.1	novelGene_9147	1692
PB.944.5	novelGene_9151	1698
PB.951.3	novelGene_9240	327
PB.951.4	novelGene_9251	327
PB.950.10	novelGene_9271	879
PB.950.26	novelGene_9291	312
PB.955.1	novelGene_9310	1806
PB.966.14	novelGene_9346	534
PB.966.12	novelGene_9349	1086
PB.966.4	novelGene_9353	1239
PB.966.23	novelGene_9354	1521
PB.966.20	novelGene_9355	1575
PB.966.13	novelGene_9356	1086
PB.966.3	novelGene_9358	1086
PB.966.10	novelGene_9359	1086
PB.966.24	novelGene_9364	1056
PB.966.8	novelGene_9367	1239
PB.966.31	novelGene_9372	1086
PB.966.33	novelGene_9374	1575
PB.966.32	novelGene_9375	1239
PB.966.36	novelGene_9377	1086
PB.966.39	novelGene_9380	594
PB.964.1	novelGene_9385	1683
PB.965.1	novelGene_9386	795
PB.967.1	novelGene_9392	1392
PB.972.9	novelGene_9413	1320
PB.972.5	novelGene_9414	1149
PB.972.8	novelGene_9415	1320
PB.972.7	novelGene_9416	1320
PB.972.4	novelGene_9418	1320
PB.972.10	novelGene_9419	963
PB.976.5	novelGene_9468	1083
PB.976.17	novelGene_9470	1083
PB.977.2	novelGene_9482	1581
PB.979.3	novelGene_9489	1248
PB.979.4	novelGene_9490	1497
PB.979.6	novelGene_9492	1404
PB.979.7	novelGene_9493	1497
PB.979.9	novelGene_9495	1404
PB.979.10	novelGene_9496	1248
PB.979.12	novelGene_9498	1497
PB.979.13	novelGene_9499	1497
PB.979.14	novelGene_9500	1497
PB.979.15	novelGene_9501	1404
PB.979.16	novelGene_9502	1404
PB.979.17	novelGene_9503	1497
PB.979.19	novelGene_9505	1497
PB.979.20	novelGene_9506	1248
PB.979.22	novelGene_9508	1497
PB.979.26	novelGene_9511	1404
PB.979.29	novelGene_9515	1404
PB.979.31	novelGene_9517	1404
PB.979.32	novelGene_9518	1404
PB.979.41	novelGene_9527	303
PB.981.3	novelGene_9532	1512
PB.981.4	novelGene_9533	1392
PB.981.5	novelGene_9534	1056
PB.981.6	novelGene_9535	1317
PB.981.7	novelGene_9536	1317
PB.981.8	novelGene_9537	1260
PB.981.23	novelGene_9554	1524
PB.981.25	novelGene_9556	1524
PB.981.24	novelGene_9557	1683
PB.981.28	novelGene_9560	1524
PB.981.31	novelGene_9562	1713
PB.981.34	novelGene_9564	1713
PB.981.33	novelGene_9565	1428
PB.981.37	novelGene_9568	1524
PB.981.40	novelGene_9571	1713
PB.981.42	novelGene_9573	1428
PB.981.44	novelGene_9575	1713
PB.981.45	novelGene_9577	1512
PB.984.2	novelGene_9588	717
PB.984.5	novelGene_9590	939
PB.984.6	novelGene_9591	939
PB.984.7	novelGene_9592	939
PB.984.8	novelGene_9593	717
PB.984.11	novelGene_9594	939
PB.984.9	novelGene_9595	939
PB.984.17	novelGene_9602	717
PB.984.21	novelGene_9606	534
PB.984.22	novelGene_9607	534
PB.985.4	novelGene_9622	861
PB.989.7	novelGene_9635	1920
PB.989.10	novelGene_9638	588
PB.993.6	novelGene_9651	3078
PB.1018.20	novelGene_9732	417
PB.1018.19	novelGene_9733	951
PB.1018.17	novelGene_9734	1056
PB.1018.18	novelGene_9735	1062
PB.1018.26	novelGene_9736	648
PB.1018.25	novelGene_9737	1056
PB.1018.35	novelGene_9755	1872
PB.1018.60	novelGene_9782	678
PB.1018.63	novelGene_9784	336
PB.1018.62	novelGene_9785	609
PB.1018.61	novelGene_9786	1872
PB.1018.79	novelGene_9796	474
PB.1018.77	novelGene_9797	933
PB.1018.88	novelGene_9807	1143
PB.1022.2	novelGene_9907	645
PB.1022.8	novelGene_9911	1443
PB.1022.12	novelGene_9912	363
PB.1023.2	novelGene_9922	1845
PB.1025.4	novelGene_9967	384
PB.1025.3	novelGene_9968	432
PB.1025.9	novelGene_9971	432
PB.1025.6	novelGene_9973	900
PB.1025.20	novelGene_9983	570
PB.1025.22	novelGene_9985	432
PB.1025.26	novelGene_9988	384
PB.1032.16	novelGene_10079	309
PB.1032.15	novelGene_10080	435
PB.1032.14	novelGene_10081	435
PB.1032.12	novelGene_10083	699
PB.1032.9	novelGene_10084	699
PB.1032.10	novelGene_10086	1065
PB.1032.27	novelGene_10092	309
PB.1032.30	novelGene_10094	435
PB.1032.29	novelGene_10095	435
PB.1032.28	novelGene_10096	660
PB.1032.32	novelGene_10097	699
PB.1032.33	novelGene_10100	699
PB.1034.1	novelGene_10164	327
PB.1034.2	novelGene_10165	327
PB.1034.3	novelGene_10166	327
PB.1034.9	novelGene_10172	327
PB.1034.10	novelGene_10173	327
PB.1034.14	novelGene_10177	696
PB.1037.9	novelGene_10192	420
PB.1037.8	novelGene_10193	654
PB.1037.13	novelGene_10194	420
PB.1037.14	novelGene_10195	699
PB.1037.19	novelGene_10202	4044
PB.1037.23	novelGene_10205	420
PB.1037.24	novelGene_10206	420
PB.1037.30	novelGene_10210	420
PB.1037.29	novelGene_10211	420
PB.1036.2	novelGene_10252	399
PB.1039.3	novelGene_10260	2856
PB.1039.4	novelGene_10261	2856
PB.1039.6	novelGene_10262	2913
PB.1039.5	novelGene_10263	2913
PB.1039.8	novelGene_10265	2943
PB.1039.10	novelGene_10267	2856
PB.1039.11	novelGene_10268	2856
PB.1039.19	novelGene_10277	1728
PB.1046.4	novelGene_10346	1023
PB.1047.6	novelGene_10349	465
PB.1047.5	novelGene_10350	531
PB.1047.4	novelGene_10351	777
PB.1047.3	novelGene_10352	777
PB.1047.2	novelGene_10353	966
PB.1047.12	novelGene_10355	531
PB.1047.10	novelGene_10357	966
PB.1047.8	novelGene_10358	777
PB.1047.9	novelGene_10359	777
PB.1047.16	novelGene_10362	966
PB.1047.17	novelGene_10363	966
PB.1064.4	novelGene_10392	1458
PB.1068.14	novelGene_10419	1518
PB.1069.6	novelGene_10437	303
PB.1069.5	novelGene_10439	942
PB.1069.15	novelGene_10445	681
PB.1069.20	novelGene_10447	681
PB.1073.2	novelGene_10454	1149
PB.1074.6	novelGene_10472	1494
PB.1083.1	novelGene_10496	582
PB.1083.2	novelGene_10497	336
PB.1085.1	novelGene_10504	3837
PB.1091.2	novelGene_10512	309
PB.1091.7	novelGene_10517	318
PB.1091.8	novelGene_10519	318
PB.1091.9	novelGene_10520	318
PB.1094.2	novelGene_10547	357
PB.1094.3	novelGene_10549	327
PB.1094.5	novelGene_10550	357
PB.1094.7	novelGene_10552	327
PB.1094.8	novelGene_10553	327
PB.1095.1	novelGene_10556	1884
PB.1095.3	novelGene_10558	1950
PB.1099.1	novelGene_10566	1065
PB.1123.1	novelGene_10577	588
PB.1123.5	novelGene_10581	588
PB.1123.7	novelGene_10583	588
PB.1133.1	novelGene_10717	609
PB.1133.3	novelGene_10719	609
PB.1135.5	novelGene_10726	1752
PB.1135.4	novelGene_10727	1752
PB.1135.3	novelGene_10728	1752
PB.1135.12	novelGene_10734	1377
PB.1135.14	novelGene_10736	1218
PB.1135.17	novelGene_10739	879
PB.1135.19	novelGene_10741	315
PB.1135.20	novelGene_10742	315
PB.1135.21	novelGene_10743	315
PB.1135.22	novelGene_10744	315
PB.1135.23	novelGene_10745	315
PB.1135.24	novelGene_10746	315
PB.1135.26	novelGene_10748	315
PB.1135.27	novelGene_10749	315
PB.1136.5	novelGene_10781	1779
PB.1139.1	novelGene_10794	1167
PB.1143.5	novelGene_10805	1674
PB.1145.1	novelGene_10864	879
PB.1145.3	novelGene_10865	447
PB.1145.2	novelGene_10866	879
PB.1145.5	novelGene_10868	705
PB.1145.7	novelGene_10869	447
PB.1145.6	novelGene_10870	879
PB.1156.1	novelGene_10923	489
PB.1158.5	novelGene_10933	1362
PB.1163.16	novelGene_10958	1950
PB.1163.20	novelGene_10960	1950
PB.1163.28	novelGene_10967	1950
PB.1161.2	novelGene_10973	1575
PB.1161.4	novelGene_10975	1257
PB.1161.5	novelGene_10976	1461
PB.1161.6	novelGene_10977	501
PB.1162.1	novelGene_10978	351
PB.1162.2	novelGene_10979	351
PB.1162.4	novelGene_10983	798
PB.1162.6	novelGene_10984	351
PB.1162.11	novelGene_10988	798
PB.1162.12	novelGene_10989	657
PB.1162.13	novelGene_10990	351
PB.1162.14	novelGene_10991	351
PB.1162.16	novelGene_10993	351
PB.1165.2	novelGene_10996	1338
PB.1165.5	novelGene_10998	927
PB.1165.8	novelGene_11002	690
PB.1164.2	novelGene_11012	414
PB.1164.4	novelGene_11013	354
PB.1164.6	novelGene_11015	357
PB.1167.8	novelGene_11023	387
PB.1167.6	novelGene_11024	387
PB.1167.5	novelGene_11025	387
PB.1167.7	novelGene_11026	387
PB.1173.10	novelGene_11042	873
PB.1173.12	novelGene_11044	426
PB.1173.14	novelGene_11046	1002
PB.1173.6	novelGene_11049	426
PB.1173.7	novelGene_11050	426
PB.1173.8	novelGene_11051	426
PB.1173.9	novelGene_11052	948
PB.1173.16	novelGene_11055	1002
PB.1173.19	novelGene_11058	882
PB.1173.20	novelGene_11059	621
PB.1173.22	novelGene_11061	486
PB.1173.23	novelGene_11062	486
PB.1173.25	novelGene_11064	318
PB.1168.11	novelGene_11072	1692
PB.1169.4	novelGene_11092	894
PB.1169.2	novelGene_11093	2457
PB.1169.7	novelGene_11096	1332
PB.1169.8	novelGene_11097	1353
PB.1170.3	novelGene_11104	435
PB.1170.2	novelGene_11105	435
PB.1170.1	novelGene_11106	723
PB.1170.11	novelGene_11111	435
PB.1170.12	novelGene_11112	723
PB.1171.1	novelGene_11150	1635
PB.1175.1	novelGene_11163	828
PB.1175.2	novelGene_11164	828
PB.1175.3	novelGene_11165	828
PB.1175.4	novelGene_11166	828
PB.1178.1	novelGene_11190	306
PB.1178.2	novelGene_11191	306
PB.1178.4	novelGene_11193	306
PB.1179.1	novelGene_11194	399
PB.1180.1	novelGene_11196	1401
PB.1181.1	novelGene_11231	1767
PB.1181.3	novelGene_11233	1767
PB.1182.2	novelGene_11234	2214
PB.1186.2	novelGene_11238	804
PB.1185.8	novelGene_11246	2577
PB.1185.10	novelGene_11248	2508
PB.1185.12	novelGene_11250	732
PB.1188.11	novelGene_11259	504
PB.1188.8	novelGene_11266	504
PB.1190.2	novelGene_11277	1305
PB.1190.3	novelGene_11278	1305
PB.1190.4	novelGene_11279	1305
PB.1191.4	novelGene_11284	1974
PB.1192.1	novelGene_11289	339
PB.1192.2	novelGene_11290	381
PB.1195.9	novelGene_11318	870
PB.1196.6	novelGene_11324	735
PB.1196.8	novelGene_11328	522
PB.1196.9	novelGene_11329	306
PB.1196.10	novelGene_11330	456
PB.1199.1	novelGene_11361	2070
PB.1199.2	novelGene_11362	2070
PB.1199.11	novelGene_11367	2070
PB.1199.13	novelGene_11369	2070
PB.1199.5	novelGene_11370	894
PB.1199.8	novelGene_11373	2016
PB.1199.15	novelGene_11375	2070
PB.1199.16	novelGene_11376	2016
PB.1199.17	novelGene_11377	1854
PB.1199.21	novelGene_11381	894
PB.1199.22	novelGene_11382	894
PB.1198.1	novelGene_11389	2118
PB.1198.2	novelGene_11390	2118
PB.1198.7	novelGene_11392	1803
PB.1198.5	novelGene_11393	2118
PB.1198.6	novelGene_11395	2043
PB.1198.15	novelGene_11396	1086
PB.1198.14	novelGene_11397	1803
PB.1198.13	novelGene_11398	2220
PB.1198.8	novelGene_11401	1023
PB.1198.12	novelGene_11403	2118
PB.1200.2	novelGene_11408	1383
PB.1200.9	novelGene_11414	1383
PB.1200.14	novelGene_11417	1320
PB.1200.15	novelGene_11421	1383
PB.1200.23	novelGene_11426	1383
PB.1201.2	novelGene_11431	2835
PB.1201.3	novelGene_11432	2844
PB.1202.3	novelGene_11438	1293
PB.1202.5	novelGene_11439	1182
PB.1202.6	novelGene_11440	774
PB.1202.7	novelGene_11441	774
PB.1202.14	novelGene_11448	774
PB.1202.15	novelGene_11449	564
PB.1202.16	novelGene_11450	564
PB.1202.17	novelGene_11451	351
PB.1202.18	novelGene_11452	351
PB.1202.19	novelGene_11453	303
PB.1202.20	novelGene_11454	303
PB.1211.6	novelGene_11469	1068
PB.1211.8	novelGene_11473	7131
PB.1211.11	novelGene_11476	7137
PB.1211.10	novelGene_11477	7152
PB.1211.13	novelGene_11480	7116
PB.1211.20	novelGene_11487	471
PB.1211.25	novelGene_11492	4518
PB.1211.27	novelGene_11494	4368
PB.1211.30	novelGene_11497	4119
PB.1211.33	novelGene_11500	3801
PB.1211.35	novelGene_11502	3663
PB.1211.44	novelGene_11511	2883
PB.1211.46	novelGene_11513	2496
PB.1211.50	novelGene_11517	1938
PB.1211.55	novelGene_11522	1146
PB.1211.58	novelGene_11525	1146
PB.1211.59	novelGene_11526	981
PB.1211.71	novelGene_11538	714
PB.1211.72	novelGene_11539	714
PB.1211.75	novelGene_11544	672
PB.1211.76	novelGene_11545	417
PB.1211.77	novelGene_11546	417
PB.1209.3	novelGene_11549	1128
PB.1209.4	novelGene_11550	1194
PB.1209.8	novelGene_11554	1356
PB.1209.14	novelGene_11563	1356
PB.1209.23	novelGene_11574	1194
PB.1209.26	novelGene_11576	1194
PB.1209.27	novelGene_11577	1194
PB.1210.1	novelGene_11579	1116
PB.1210.6	novelGene_11581	1020
PB.1210.5	novelGene_11582	1074
PB.1210.4	novelGene_11583	1170
PB.1210.3	novelGene_11585	1116
PB.1217.2	novelGene_11604	642
PB.1219.5	novelGene_11627	582
PB.1219.6	novelGene_11628	327
PB.1219.9	novelGene_11630	612
PB.1219.7	novelGene_11631	456
PB.1219.11	novelGene_11633	582
PB.1219.12	novelGene_11634	351
PB.1220.1	novelGene_11638	498
PB.1220.4	novelGene_11639	453
PB.1220.10	novelGene_11646	729
PB.1220.12	novelGene_11647	498
PB.1220.14	novelGene_11649	804
PB.1222.1	novelGene_11660	1758
PB.1225.3	novelGene_11689	699
PB.1225.1	novelGene_11691	1800
PB.1226.3	novelGene_11696	1182
PB.1229.9	novelGene_11699	903
PB.1229.7	novelGene_11701	903
PB.1229.3	novelGene_11704	903
PB.1229.4	novelGene_11706	903
PB.1229.12	novelGene_11707	903
PB.1229.14	novelGene_11708	903
PB.1229.13	novelGene_11709	903
PB.1229.11	novelGene_11710	903
PB.1229.15	novelGene_11711	903
PB.1229.17	novelGene_11712	903
PB.1229.18	novelGene_11713	903
PB.1229.24	novelGene_11718	903
PB.1229.23	novelGene_11719	903
PB.1229.35	novelGene_11726	648
PB.1229.32	novelGene_11728	903
PB.1229.29	novelGene_11729	903
PB.1229.30	novelGene_11730	903
PB.1229.31	novelGene_11731	903
PB.1229.41	novelGene_11736	903
PB.1229.86	novelGene_11740	405
PB.1229.84	novelGene_11741	540
PB.1229.82	novelGene_11742	747
PB.1229.80	novelGene_11743	747
PB.1229.81	novelGene_11744	747
PB.1229.79	novelGene_11745	903
PB.1229.77	novelGene_11747	903
PB.1229.76	novelGene_11748	903
PB.1229.74	novelGene_11749	903
PB.1229.67	novelGene_11752	903
PB.1229.66	novelGene_11753	903
PB.1229.64	novelGene_11754	903
PB.1229.44	novelGene_11755	903
PB.1229.55	novelGene_11756	903
PB.1229.62	novelGene_11757	903
PB.1229.52	novelGene_11758	903
PB.1229.49	novelGene_11760	903
PB.1229.53	novelGene_11764	903
PB.1229.59	novelGene_11765	903
PB.1229.50	novelGene_11769	903
PB.1229.60	novelGene_11771	903
PB.1229.54	novelGene_11774	903
PB.1229.57	novelGene_11775	903
PB.1229.58	novelGene_11778	903
PB.1229.63	novelGene_11779	903
PB.1229.56	novelGene_11781	903
PB.1229.48	novelGene_11782	903
PB.1229.20	novelGene_11785	324
PB.1229.97	novelGene_11786	903
PB.1229.93	novelGene_11787	903
PB.1229.94	novelGene_11790	747
PB.1229.92	novelGene_11796	903
PB.1229.16	novelGene_11797	903
PB.1229.106	novelGene_11798	903
PB.1229.104	novelGene_11803	903
PB.1229.130	novelGene_11826	903
PB.1232.2	novelGene_11847	1659
PB.1232.3	novelGene_11848	1659
PB.1235.2	novelGene_11852	981
PB.1235.3	novelGene_11854	981
PB.1234.9	novelGene_11870	339
PB.1234.19	novelGene_11876	339
PB.1234.23	novelGene_11880	339
PB.1234.30	novelGene_11887	456
PB.1236.7	novelGene_11892	384
PB.1236.6	novelGene_11893	384
PB.1236.4	novelGene_11894	384
PB.1236.5	novelGene_11896	549
PB.1236.3	novelGene_11897	1038
PB.1236.12	novelGene_11899	402
PB.1236.15	novelGene_11900	549
PB.1236.28	novelGene_11908	402
PB.1236.33	novelGene_11909	384
PB.1236.18	novelGene_11910	333
PB.1236.32	novelGene_11911	384
PB.1236.29	novelGene_11915	549
PB.1236.25	novelGene_11916	600
PB.1236.30	novelGene_11918	678
PB.1236.21	novelGene_11920	549
PB.1236.26	novelGene_11921	957
PB.1236.17	novelGene_11922	402
PB.1236.19	novelGene_11923	384
PB.1236.40	novelGene_11926	549
PB.1238.1	novelGene_11931	327
PB.1238.2	novelGene_11932	690
PB.1238.4	novelGene_11934	936
PB.1238.5	novelGene_11936	690
PB.1238.7	novelGene_11937	936
PB.1238.10	novelGene_11939	327
PB.1238.11	novelGene_11941	690
PB.1238.14	novelGene_11944	321
PB.1237.8	novelGene_11959	1134
PB.1237.4	novelGene_11962	1317
PB.1237.5	novelGene_11963	1248
PB.1239.1	novelGene_11972	459
PB.1241.6	novelGene_11977	549
PB.1241.5	novelGene_11978	465
PB.1241.4	novelGene_11979	549
PB.1240.1	novelGene_11983	318
PB.1240.7	novelGene_11988	492
PB.1240.10	novelGene_11991	480
PB.1242.7	novelGene_11999	615
PB.1242.4	novelGene_12000	1005
PB.1242.13	novelGene_12008	417
PB.1242.12	novelGene_12009	615
PB.1242.19	novelGene_12012	327
PB.1242.18	novelGene_12013	1614
PB.1242.24	novelGene_12016	417
PB.1242.26	novelGene_12018	417
PB.1242.29	novelGene_12022	1614
PB.1243.1	novelGene_12072	1647
PB.1243.3	novelGene_12073	1647
PB.1249.3	novelGene_12089	1488
PB.1250.5	novelGene_12097	909
PB.1250.6	novelGene_12098	795
PB.1250.2	novelGene_12099	630
PB.1250.11	novelGene_12102	363
PB.1250.10	novelGene_12105	561
PB.1250.15	novelGene_12109	915
PB.1250.22	novelGene_12114	1182
PB.1250.21	novelGene_12115	909
PB.1250.23	novelGene_12116	1068
PB.1250.26	novelGene_12117	303
PB.1251.3	novelGene_12124	1275
PB.1251.7	novelGene_12130	1353
PB.1251.8	novelGene_12131	1353
PB.1251.12	novelGene_12134	1275
PB.1251.17	novelGene_12136	1275
PB.1251.19	novelGene_12139	1275
PB.1251.18	novelGene_12140	1353
PB.1251.23	novelGene_12144	1275
PB.1251.30	novelGene_12150	1275
PB.1251.42	novelGene_12161	1275
PB.1251.43	novelGene_12165	1353
PB.1259.11	novelGene_12209	495
PB.1261.2	novelGene_12230	3993
PB.1261.4	novelGene_12232	2670
PB.1261.5	novelGene_12233	1905
PB.1262.2	novelGene_12237	360
PB.1262.4	novelGene_12238	360
PB.1264.4	novelGene_12242	1179
PB.1264.3	novelGene_12243	1293
PB.1264.6	novelGene_12245	1179
PB.1264.8	novelGene_12246	1506
PB.1264.9	novelGene_12249	1179
PB.1264.13	novelGene_12252	1179
PB.1264.19	novelGene_12258	312
PB.1265.37	novelGene_12336	1863
PB.1267.1	novelGene_12364	348
PB.1267.2	novelGene_12365	348
PB.1271.4	novelGene_12379	1515
PB.1271.6	novelGene_12381	1101
PB.1271.7	novelGene_12382	1101
PB.1273.1	novelGene_12383	327
PB.1276.4	novelGene_12402	924
PB.1276.6	novelGene_12409	438
PB.1276.5	novelGene_12410	924
PB.1276.13	novelGene_12411	438
PB.1278.3	novelGene_12432	453
PB.1278.2	novelGene_12433	999
PB.1278.1	novelGene_12434	999
PB.1278.17	novelGene_12440	780
PB.1278.16	novelGene_12441	1110
PB.1278.30	novelGene_12444	453
PB.1278.29	novelGene_12445	816
PB.1278.28	novelGene_12446	816
PB.1278.26	novelGene_12448	999
PB.1278.25	novelGene_12450	1110
PB.1278.24	novelGene_12451	1110
PB.1278.37	novelGene_12456	1110
PB.1278.36	novelGene_12457	1110
PB.1278.40	novelGene_12459	1110
PB.1278.57	novelGene_12479	1038
PB.1278.56	novelGene_12480	999
PB.1278.55	novelGene_12481	1110
PB.1278.54	novelGene_12482	999
PB.1278.53	novelGene_12483	1110
PB.1278.68	novelGene_12485	783
PB.1278.67	novelGene_12487	1110
PB.1278.72	novelGene_12489	816
PB.1278.73	novelGene_12493	1110
PB.1278.75	novelGene_12494	1110
PB.1279.1	novelGene_12505	1146
PB.1279.7	novelGene_12511	306
PB.1279.10	novelGene_12514	306
PB.1282.4	novelGene_12565	468
PB.1282.6	novelGene_12566	327
PB.1282.9	novelGene_12568	312
PB.1281.1	novelGene_12597	444
PB.1281.3	novelGene_12598	309
PB.1285.1	novelGene_12653	423
PB.1285.2	novelGene_12654	423
PB.1285.10	novelGene_12661	363
PB.1285.11	novelGene_12662	381
PB.1285.14	novelGene_12664	339
PB.1285.23	novelGene_12665	372
PB.1285.25	novelGene_12666	372
PB.1285.26	novelGene_12667	465
PB.1285.24	novelGene_12670	423
PB.1285.12	novelGene_12671	423
PB.1285.16	novelGene_12673	423
PB.1285.17	novelGene_12674	423
PB.1285.28	novelGene_12678	354
PB.1285.19	novelGene_12679	423
PB.1285.31	novelGene_12683	423
PB.1285.33	novelGene_12685	423
PB.1285.34	novelGene_12686	423
PB.1285.36	novelGene_12688	423
PB.1285.39	novelGene_12690	465
PB.1285.38	novelGene_12691	423
PB.1285.40	novelGene_12692	423
PB.1285.41	novelGene_12693	381
PB.1307.2	novelGene_12777	321
PB.1308.13	novelGene_12806	417
PB.1308.11	novelGene_12808	951
PB.1308.9	novelGene_12810	1275
PB.1308.8	novelGene_12812	1407
PB.1308.7	novelGene_12813	1857
PB.1320.5	novelGene_12850	1263
PB.1320.8	novelGene_12854	342
PB.1320.9	novelGene_12855	342
PB.1322.4	novelGene_12864	756
PB.1324.1	novelGene_12869	2373
PB.1324.4	novelGene_12870	2322
PB.1324.5	novelGene_12871	2322
PB.1324.7	novelGene_12873	1656
PB.1327.26	novelGene_12913	567
PB.1330.1	novelGene_12966	507
PB.1330.8	novelGene_12968	1017
PB.1330.25	novelGene_12983	564
